age,height_cm,weight_kgs,overall_rating,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,region,position_attacker,position_midfielder,position_defender,position_goalkeeper
33.0,175.26,76.2,80,1,3,4,4,1,78,67,71.0,78.0,70,76.0,78,76,76.0,77.0,59.0,60.0,67.0,71.0,69.0,66.0,71.0,76.0,70,52,70,69,72.0,72,65,66,62,12,1,1,0,0
28.0,185.42,76.2,79,0,1,4,4,0,82,71,71.0,78.0,67,76.0,80,65,74.0,77.0,74.0,76.0,72.0,71.0,72.0,67.0,71.0,76.0,71,41,36,76,72.0,60,30,22,22,12,1,1,0,0
26.0,185.42,74.8,79,0,3,3,3,1,79,55,60.0,78.0,51,76.0,65,65,74.0,77.0,74.0,76.0,77.0,71.0,72.0,66.0,71.0,66.0,61,71,81,62,80.0,65,76,79,79,12,0,1,1,0
26.0,182.88,76.2,79,1,2,4,4,1,50,82,52.0,79.0,73,80.0,74,66,74.0,79.0,74.0,76.0,77.0,71.0,69.0,62.0,78.0,69.0,66,39,19,82,72.0,74,22,37,27,6,1,0,0,0
26.0,175.26,74.8,79,1,3,4,3,1,73,66,52.0,78.0,63,80.0,77,64,72.0,79.0,74.0,76.0,77.0,71.0,68.0,62.0,78.0,69.0,69,58,67,76,72.0,64,66,66,62,12,0,1,0,0
26.0,193.04,71.2,79,0,1,3,1,0,15,14,56.0,77.0,13,76.0,12,19,72.0,77.0,74.0,74.0,78.0,77.0,67.0,61.0,81.0,60.0,19,25,12,10,77.0,24,20,18,15,3,0,0,0,1
25.0,175.26,69.9,79,1,2,4,3,0,81,69,56.0,77.0,62,76.0,69,71,72.0,77.0,76.0,74.0,78.0,78.0,67.0,61.0,81.0,60.0,68,43,57,78,77.0,68,49,44,40,12,1,1,0,0
25.0,172.72,71.2,79,1,1,3,4,1,78,67,56.0,79.0,63,80.0,74,72,72.0,79.0,76.0,74.0,72.0,77.0,68.0,61.0,82.0,64.0,68,73,46,76,76.0,72,52,41,27,7,1,1,0,0
25.0,170.18,71.2,79,1,2,3,4,1,78,43,56.0,77.0,44,80.0,62,54,74.0,81.0,76.0,76.0,72.0,77.0,68.0,63.0,82.0,63.0,45,82,80,65,76.0,46,77,80,82,12,0,0,1,0
24.0,187.96,71.2,79,1,2,4,2,1,75,66,59.0,79.0,71,78.0,72,71,74.0,79.0,76.0,75.0,72.0,78.0,68.0,63.0,83.0,63.0,76,74,78,71,76.0,44,76,78,76,12,0,1,1,0
25.0,182.88,74.8,79,1,1,3,4,0,69,65,65.0,77.0,55,78.0,65,65,78.0,79.0,74.0,78.0,72.0,74.0,78.0,67.0,84.0,64.0,67,70,75,64,76.0,57,81,79,76,2,1,1,0,0
24.0,172.72,74.8,79,1,1,3,3,0,77,74,70.0,78.0,82,75.0,78,70,78.0,77.0,74.0,76.0,75.0,74.0,81.0,67.0,84.0,66.0,71,64,55,81,76.0,71,32,44,35,12,1,1,0,0
24.0,152.4,74.8,79,1,1,3,4,1,67,63,70.0,79.0,60,74.0,67,77,76.0,77.0,74.0,78.0,75.0,74.0,81.0,68.0,86.0,66.0,79,80,76,70,72.0,60,73,77,76,7,1,1,0,0
24.0,152.4,79.8,79,1,1,4,3,0,66,56,70.0,78.0,56,71.0,66,65,76.0,77.0,74.0,76.0,75.0,74.0,81.0,68.0,84.0,76.0,75,83,80,58,72.0,58,78,81,81,7,0,1,0,0
26.0,185.42,79.8,79,1,1,3,3,1,69,40,65.0,77.0,45,75.0,62,60,76.0,77.0,74.0,82.0,75.0,73.0,82.0,77.0,83.0,76.0,71,85,79,65,69.0,40,79,80,71,11,0,1,1,0
28.0,182.88,83.0,79,1,1,3,3,1,58,48,68.0,77.0,49,75.0,59,60,74.0,77.0,74.0,76.0,68.0,66.0,82.0,77.0,83.0,78.0,66,84,76,56,69.0,59,74,80,71,7,0,1,0,0
28.0,152.4,83.0,79,1,2,5,3,1,55,86,68.0,77.0,71,75.0,67,60,66.0,77.0,76.0,78.0,68.0,66.0,74.0,69.0,77.0,78.0,80,66,28,82,69.0,72,45,25,25,7,1,0,0,0
28.0,193.04,79.8,79,1,2,3,1,1,12,27,68.0,78.0,26,75.0,15,17,66.0,77.0,77.0,76.0,77.0,73.0,74.0,67.0,77.0,76.0,12,25,23,8,69.0,22,13,15,14,12,0,0,0,1
28.0,175.26,77.1,79,1,2,2,3,1,78,54,68.0,75.0,45,75.0,64,39,66.0,77.0,78.0,77.0,77.0,75.0,78.0,69.0,77.0,70.0,69,76,79,72,69.0,46,78,81,82,12,0,0,1,0
28.0,182.88,77.1,79,1,2,4,4,0,72,69,68.0,75.0,74,75.0,80,83,66.0,77.0,79.0,76.0,77.0,75.0,78.0,69.0,76.0,70.0,78,44,32,73,77.0,75,39,35,35,10,1,1,0,0
28.0,152.4,77.1,79,0,1,4,4,1,82,70,68.0,75.0,72,75.0,79,77,66.0,77.0,79.0,76.0,77.0,75.0,82.0,74.0,76.0,70.0,74,66,62,74,77.0,70,60,63,55,6,1,1,0,0
29.0,154.94,77.1,79,1,2,4,4,2,67,75,68.0,75.0,76,75.0,76,80,70.0,77.0,79.0,76.0,76.0,76.0,82.0,74.0,76.0,70.0,72,68,56,77,77.0,85,30,57,35,7,1,1,0,0
29.0,185.42,77.1,79,1,1,4,3,1,56,78,68.0,75.0,81,75.0,42,46,66.0,77.0,72.0,76.0,74.0,74.0,82.0,74.0,72.0,77.0,75,71,37,82,65.0,70,35,34,21,12,1,0,0,0
29.0,175.26,78.0,79,0,1,2,3,0,81,56,68.0,75.0,51,75.0,69,69,66.0,77.0,65.0,66.0,65.0,58.0,81.0,74.0,79.0,79.0,63,75,81,67,63.0,66,80,76,80,12,1,1,1,0
30.0,187.96,78.0,79,1,1,3,1,1,14,13,68.0,75.0,15,69.0,15,12,70.0,77.0,65.0,66.0,65.0,58.0,65.0,74.0,79.0,80.0,16,37,23,16,63.0,25,16,16,12,12,0,0,0,1
30.0,185.42,74.8,79,0,2,2,2,1,54,37,68.0,72.0,39,69.0,67,46,73.0,77.0,72.0,70.0,74.0,77.0,65.0,77.0,83.0,80.0,38,81,79,39,63.0,46,80,80,82,12,0,0,1,0
30.0,170.18,74.8,79,1,3,4,3,2,50,31,67.0,77.0,58,69.0,35,45,70.0,80.0,71.0,70.0,77.0,66.0,65.0,78.0,83.0,80.0,59,89,81,58,64.0,58,75,83,76,7,0,1,1,0
29.0,152.4,72.1,79,1,2,4,4,1,79,74,65.0,77.0,69,68.0,78,78,73.0,75.0,72.0,71.0,77.0,77.0,67.0,78.0,72.0,69.0,79,75,66,70,68.0,80,50,54,55,3,1,1,0,0
28.0,175.26,72.1,79,1,2,3,3,1,83,28,67.0,77.0,28,69.0,78,38,73.0,75.0,75.0,72.0,78.0,77.0,74.0,77.0,72.0,68.0,39,76,81,46,78.0,23,69,81,82,12,0,0,1,0
28.0,175.26,72.1,79,1,1,3,3,1,70,77,67.0,77.0,59,75.0,67,54,69.0,80.0,75.0,72.0,77.0,67.0,74.0,77.0,72.0,68.0,78,52,66,77,78.0,62,45,72,59,12,1,1,0,0
28.0,175.26,72.1,79,1,1,4,4,2,79,79,65.0,73.0,69,75.0,80,79,68.0,80.0,71.0,71.0,75.0,67.0,74.0,72.0,72.0,69.0,83,75,61,81,72.0,75,30,49,30,3,1,1,0,0
28.0,185.42,73.0,79,1,2,3,2,1,60,44,65.0,73.0,49,78.0,38,35,67.0,81.0,75.0,77.0,75.0,70.0,74.0,72.0,72.0,68.0,59,86,80,42,72.0,55,76,80,81,12,0,0,1,0
27.0,182.88,74.8,79,1,2,4,3,1,37,84,54.0,76.0,79,78.0,56,51,67.0,80.0,75.0,77.0,67.0,67.0,74.0,66.0,69.0,75.0,77,64,20,86,71.0,89,30,32,34,6,1,0,0,0
27.0,175.26,73.0,78,1,1,4,5,0,71,70,67.0,76.0,71,78.0,77,62,67.0,78.0,67.0,68.0,67.0,70.0,74.0,72.0,69.0,75.0,68,48,26,76,71.0,65,32,25,18,7,1,0,0,0
30.0,182.88,74.8,78,0,1,3,3,1,77,66,74.0,76.0,55,75.0,65,43,67.0,78.0,71.0,77.0,68.0,70.0,77.0,72.0,67.0,74.0,61,55,75,76,72.0,38,70,78,79,12,1,1,1,0
34.0,170.18,74.8,79,0,2,4,4,2,80,68,72.0,76.0,69,72.0,83,80,70.0,77.0,71.0,77.0,68.0,63.0,77.0,72.0,69.0,74.0,76,87,66,63,76.0,85,65,67,60,10,0,1,0,0
34.0,185.42,77.1,79,1,3,4,3,1,68,76,74.0,76.0,80,75.0,80,63,70.0,78.0,71.0,77.0,68.0,62.0,81.0,71.0,67.0,75.0,72,62,20,80,76.0,74,39,22,18,12,1,0,0,0
34.0,182.88,78.9,79,1,4,3,3,1,76,69,74.0,77.0,79,77.0,82,74,60.0,78.0,63.0,66.0,68.0,51.0,83.0,72.0,67.0,75.0,77,74,73,73,76.0,77,76,72,73,12,0,1,1,0
33.0,187.96,78.9,79,1,2,3,3,0,68,82,72.0,77.0,77,72.0,60,70,60.0,78.0,71.0,74.0,70.0,51.0,83.0,71.0,67.0,75.0,74,85,33,85,74.0,79,29,29,26,10,1,0,0,0
33.0,187.96,78.9,79,1,3,4,3,1,60,80,72.0,71.0,75,77.0,68,36,66.0,78.0,77.0,74.0,72.0,63.0,84.0,71.0,67.0,78.0,71,73,20,83,74.0,69,40,31,20,12,1,0,0,0
33.0,175.26,84.8,79,1,2,3,4,0,83,64,72.0,71.0,71,77.0,86,75,60.0,78.0,77.0,74.0,72.0,50.0,84.0,66.0,67.0,78.0,65,83,77,68,64.0,60,76,78,75,12,0,0,1,0
33.0,185.42,84.8,79,1,3,3,4,1,72,77,71.0,71.0,67,77.0,77,50,66.0,78.0,67.0,66.0,76.0,73.0,76.0,76.0,68.0,67.0,82,58,34,77,74.0,70,39,28,21,12,1,0,0,0
33.0,187.96,77.1,79,1,2,3,1,1,11,14,57.0,78.0,12,77.0,12,11,66.0,78.0,77.0,74.0,76.0,76.0,76.0,76.0,64.0,67.0,15,22,22,12,74.0,15,16,11,14,12,0,0,0,1
32.0,182.88,77.1,79,1,3,3,4,0,67,82,57.0,78.0,78,77.0,78,62,66.0,78.0,77.0,69.0,77.0,76.0,78.0,76.0,64.0,67.0,67,35,32,83,78.0,85,50,38,27,11,1,1,0,0
33.0,172.72,77.1,79,1,3,4,4,2,77,80,46.0,71.0,77,78.0,83,79,65.0,80.0,67.0,65.0,76.0,76.0,76.0,75.0,60.0,65.0,78,73,31,82,78.0,69,40,40,37,7,1,1,0,0
33.0,152.4,77.1,79,0,3,4,5,0,70,70,46.0,69.0,72,78.0,76,73,65.0,80.0,67.0,65.0,76.0,76.0,76.0,75.0,60.0,66.0,75,61,36,72,78.0,84,31,27,21,12,1,1,0,0
33.0,193.04,74.8,79,0,2,3,1,1,15,18,57.0,69.0,14,78.0,15,17,52.0,80.0,64.0,63.0,82.0,69.0,78.0,75.0,61.0,66.0,14,15,23,14,56.0,41,22,15,14,12,0,0,0,1
33.0,187.96,88.0,79,1,2,3,1,1,17,12,46.0,69.0,12,82.0,15,13,52.0,81.0,56.0,55.0,54.0,52.0,63.0,75.0,61.0,66.0,12,31,24,12,56.0,24,16,15,13,12,0,0,0,1
33.0,152.4,88.0,79,1,1,3,4,1,51,81,46.0,69.0,84,78.0,78,53,52.0,80.0,56.0,55.0,54.0,52.0,63.0,75.0,61.0,71.0,78,66,18,83,56.0,70,35,35,27,7,1,0,0,0
32.0,193.04,88.0,79,1,3,3,2,1,28,56,42.0,63.0,47,78.0,48,27,60.0,79.0,64.0,63.0,76.0,69.0,65.0,73.0,61.0,72.0,64,84,77,45,56.0,53,79,82,79,12,0,0,1,0
24.0,185.42,84.8,78,1,1,3,4,1,69,64,55.0,69.0,51,66.0,63,40,60.0,69.0,64.0,63.0,76.0,69.0,65.0,70.0,63.0,72.0,54,54,24,75,58.0,59,30,26,23,11,1,1,0,0
24.0,190.5,84.8,78,1,1,3,4,1,62,65,58.0,78.0,54,66.0,58,57,63.0,69.0,68.0,74.0,74.0,61.0,65.0,70.0,70.0,72.0,62,79,57,79,65.0,45,59,67,61,12,1,1,0,0
24.0,187.96,74.8,78,1,1,4,1,1,16,14,58.0,78.0,15,66.0,14,15,65.0,69.0,76.0,74.0,75.0,70.0,65.0,70.0,74.0,72.0,19,21,25,15,65.0,19,15,18,18,2,0,0,0,1
25.0,185.42,84.8,78,0,1,2,3,0,79,62,55.0,78.0,43,56.0,74,68,65.0,62.0,68.0,71.0,74.0,61.0,55.0,73.0,74.0,77.0,61,75,72,69,65.0,67,67,78,79,7,1,1,1,0
26.0,152.4,84.8,78,1,1,3,3,0,59,30,58.0,66.0,22,66.0,31,31,57.0,69.0,52.0,50.0,43.0,52.0,53.0,73.0,70.0,77.0,39,84,80,60,58.0,32,85,81,73,7,0,1,0,0
26.0,185.42,87.1,78,1,1,2,2,1,44,45,59.0,66.0,50,49.0,32,26,59.0,62.0,62.0,68.0,49.0,58.0,53.0,73.0,67.0,80.0,54,74,80,35,46.0,51,78,79,78,7,0,0,1,0
26.0,190.5,87.1,78,1,1,2,1,1,12,14,59.0,66.0,13,49.0,19,17,57.0,62.0,60.0,66.0,49.0,58.0,53.0,78.0,67.0,80.0,14,28,21,18,46.0,25,17,20,17,7,0,0,0,1
26.0,193.04,87.1,78,1,2,3,2,0,45,22,61.0,66.0,28,66.0,29,23,43.0,69.0,52.0,50.0,49.0,58.0,39.0,68.0,67.0,80.0,29,78,80,29,44.0,26,79,80,79,10,0,0,1,0
26.0,187.96,87.1,78,1,1,4,3,2,29,78,67.0,66.0,76,66.0,39,52,43.0,69.0,60.0,66.0,55.0,58.0,39.0,68.0,67.0,80.0,70,89,14,82,46.0,70,25,24,13,10,1,0,0,0
26.0,193.04,82.1,78,1,2,2,1,0,13,18,61.0,70.0,12,66.0,14,21,56.0,75.0,62.0,68.0,67.0,66.0,71.0,72.0,67.0,80.0,17,23,29,18,52.0,21,26,17,13,12,0,0,0,1
26.0,175.26,74.8,78,1,1,4,3,2,77,56,61.0,73.0,52,76.0,55,58,56.0,76.0,60.0,66.0,67.0,74.0,81.0,72.0,73.0,69.0,62,86,73,76,68.0,54,68,78,80,12,0,0,1,0
26.0,175.26,72.1,78,1,1,4,3,0,78,34,57.0,75.0,40,76.0,68,34,61.0,76.0,70.0,66.0,75.0,76.0,71.0,72.0,73.0,66.0,65,79,77,69,72.0,41,76,79,77,7,0,0,1,0
25.0,175.26,72.1,78,1,2,5,4,1,76,73,55.0,78.0,78,76.0,84,74,62.0,76.0,77.0,75.0,77.0,76.0,81.0,72.0,77.0,68.0,86,70,71,74,74.0,76,66,72,69,12,0,1,0,0
24.0,170.18,72.1,78,1,1,4,4,1,68,59,57.0,78.0,43,76.0,68,55,76.0,76.0,74.0,75.0,77.0,75.0,72.0,69.0,77.0,68.0,65,57,74,67,74.0,56,69,74,68,6,0,1,0,0
24.0,182.88,73.0,78,1,2,4,4,0,66,80,57.0,78.0,80,76.0,68,65,76.0,78.0,70.0,66.0,69.0,75.0,72.0,69.0,73.0,69.0,79,55,39,78,74.0,73,39,48,39,12,1,1,0,0
25.0,152.4,77.1,78,1,1,4,3,0,77,51,55.0,78.0,76,76.0,68,56,74.0,78.0,70.0,66.0,69.0,72.0,72.0,72.0,68.0,71.0,69,66,76,69,66.0,46,79,80,82,12,0,0,1,0
27.0,193.04,78.0,78,1,1,3,2,1,32,37,55.0,77.0,24,76.0,23,39,71.0,81.0,74.0,76.0,69.0,72.0,72.0,69.0,68.0,71.0,21,80,78,30,66.0,36,80,76,78,12,0,0,1,0
28.0,187.96,78.0,78,1,1,3,2,1,49,25,58.0,77.0,30,76.0,45,33,71.0,80.0,66.0,65.0,56.0,57.0,72.0,72.0,68.0,78.0,24,76,81,27,51.0,55,81,81,78,12,0,0,1,0
28.0,152.4,78.0,78,1,2,3,4,1,72,74,73.0,77.0,67,76.0,83,80,71.0,78.0,66.0,65.0,56.0,57.0,72.0,72.0,68.0,78.0,77,52,37,76,51.0,75,25,30,27,2,1,1,0,0
28.0,185.42,77.1,78,1,1,3,2,1,25,25,74.0,71.0,22,73.0,48,52,71.0,74.0,69.0,74.0,72.0,71.0,69.0,74.0,68.0,72.0,34,82,80,25,73.0,35,80,82,78,12,0,0,1,0
27.0,182.88,78.0,78,1,2,4,4,1,74,64,73.0,75.0,64,70.0,80,70,72.0,74.0,69.0,74.0,72.0,71.0,72.0,74.0,72.0,72.0,66,52,30,78,73.0,68,61,34,30,12,1,1,0,0
26.0,182.88,78.0,78,0,2,3,4,0,79,73,70.0,77.0,61,70.0,73,53,72.0,74.0,69.0,74.0,68.0,62.0,69.0,81.0,75.0,79.0,67,75,74,76,65.0,54,71,77,79,12,0,0,1,0
26.0,182.88,79.8,78,0,2,3,2,2,53,48,73.0,75.0,49,70.0,58,63,74.0,74.0,70.0,75.0,72.0,71.0,72.0,81.0,75.0,72.0,71,82,76,61,75.0,64,77,81,80,6,0,0,1,0
26.0,187.96,83.0,78,1,1,3,3,1,79,39,70.0,75.0,52,70.0,64,49,72.0,74.0,70.0,74.0,68.0,62.0,69.0,81.0,72.0,80.0,55,72,74,67,65.0,40,76,78,74,12,1,1,1,0
26.0,175.26,83.9,78,1,1,3,3,2,60,63,70.0,71.0,45,70.0,82,84,70.0,74.0,63.0,73.0,62.0,61.0,65.0,80.0,72.0,80.0,76,80,80,47,64.0,61,69,78,77,7,0,1,0,0
27.0,195.58,83.9,78,1,1,4,2,1,50,32,70.0,69.0,23,70.0,43,35,60.0,74.0,70.0,76.0,68.0,61.0,65.0,72.0,72.0,69.0,21,79,76,43,64.0,56,72,79,78,12,0,0,1,0
27.0,187.96,79.8,78,1,1,3,1,1,9,12,68.0,71.0,11,70.0,13,16,60.0,74.0,70.0,73.0,68.0,72.0,52.0,72.0,78.0,69.0,15,26,13,10,52.0,22,16,17,9,12,0,0,0,1
27.0,152.4,77.1,78,0,2,3,4,0,70,79,68.0,71.0,75,73.0,67,69,60.0,76.0,72.0,73.0,68.0,72.0,52.0,72.0,67.0,67.0,78,53,37,81,52.0,69,50,15,18,12,1,0,0,0
27.0,182.88,77.1,78,1,1,3,2,0,51,22,68.0,71.0,31,70.0,47,45,60.0,76.0,86.0,79.0,80.0,72.0,70.0,72.0,67.0,67.0,26,89,79,45,73.0,36,76,78,81,12,0,0,1,0
27.0,170.18,74.8,78,1,2,4,4,0,73,65,64.0,69.0,66,75.0,77,70,61.0,75.0,86.0,79.0,80.0,76.0,76.0,73.0,67.0,62.0,62,72,52,70,73.0,61,56,55,55,12,1,1,0,0
27.0,154.94,74.8,78,1,2,4,4,1,78,73,64.0,73.0,74,77.0,78,55,61.0,78.0,84.0,78.0,79.0,76.0,70.0,73.0,78.0,66.0,75,53,34,74,73.0,68,19,32,25,6,1,1,0,0
27.0,152.4,78.0,78,1,1,4,4,1,77,71,59.0,75.0,74,77.0,73,64,69.0,78.0,84.0,79.0,79.0,76.0,73.0,73.0,78.0,66.0,70,49,36,71,73.0,64,40,31,44,2,1,1,0,0
29.0,190.5,78.0,78,1,2,3,1,1,19,16,58.0,75.0,14,77.0,11,11,69.0,78.0,83.0,78.0,79.0,76.0,73.0,73.0,73.0,66.0,18,18,23,10,73.0,21,20,15,24,10,0,0,0,1
29.0,182.88,79.8,78,1,2,3,4,0,80,59,58.0,75.0,57,80.0,77,53,69.0,79.0,81.0,77.0,76.0,74.0,73.0,69.0,67.0,62.0,56,77,76,78,66.0,55,69,74,74,12,1,0,1,0
31.0,170.18,79.8,78,1,2,4,4,0,73,70,49.0,79.0,70,77.0,75,78,69.0,78.0,71.0,67.0,76.0,70.0,73.0,65.0,73.0,61.0,73,47,56,69,66.0,72,31,34,32,12,1,1,0,0
30.0,195.58,72.1,78,1,3,3,1,1,14,14,49.0,75.0,19,77.0,17,13,74.0,78.0,74.0,77.0,80.0,74.0,73.0,69.0,62.0,58.0,19,36,25,14,74.0,30,16,14,13,12,0,0,0,1
30.0,175.26,72.1,78,1,2,4,3,1,79,77,58.0,75.0,69,75.0,80,78,74.0,79.0,71.0,77.0,80.0,70.0,73.0,65.0,69.0,58.0,75,46,40,78,74.0,66,30,26,27,12,1,1,0,0
30.0,170.18,73.0,78,1,1,3,4,0,80,75,58.0,75.0,72,75.0,75,67,69.0,79.0,71.0,77.0,70.0,70.0,76.0,65.0,69.0,61.0,74,39,42,70,78.0,70,50,45,52,0,1,1,0,0
30.0,190.5,73.0,78,1,2,4,3,2,31,78,49.0,73.0,78,74.0,49,58,72.0,79.0,74.0,77.0,75.0,70.0,76.0,65.0,62.0,69.0,66,80,29,79,78.0,76,30,45,19,12,1,0,0,0
30.0,154.94,83.0,78,0,2,4,4,1,74,77,68.0,73.0,78,69.0,82,77,69.0,74.0,74.0,77.0,70.0,66.0,75.0,64.0,62.0,78.0,76,67,38,78,78.0,79,25,24,26,12,1,1,0,0
31.0,152.4,83.0,78,1,2,3,4,1,78,73,69.0,73.0,69,74.0,82,75,69.0,79.0,67.0,77.0,54.0,60.0,75.0,64.0,69.0,78.0,72,73,39,75,67.0,79,17,43,29,6,1,1,0,0
31.0,198.12,83.0,78,1,3,2,1,0,14,19,69.0,73.0,12,74.0,17,15,71.0,79.0,68.0,71.0,65.0,64.0,73.0,76.0,62.0,78.0,12,42,21,11,67.0,40,18,11,12,6,0,0,0,1
31.0,154.94,83.0,78,1,2,3,3,1,60,45,68.0,75.0,51,74.0,42,48,72.0,79.0,58.0,58.0,65.0,64.0,73.0,76.0,69.0,78.0,58,76,80,50,67.0,64,83,77,76,7,0,0,1,0
31.0,182.88,78.0,78,1,2,3,2,1,63,39,69.0,76.0,50,74.0,47,49,72.0,79.0,58.0,58.0,65.0,64.0,73.0,68.0,72.0,76.0,39,84,77,62,67.0,59,79,80,75,6,0,1,0,0
31.0,154.94,78.0,78,1,2,4,4,1,79,73,69.0,76.0,58,74.0,80,78,72.0,75.0,68.0,69.0,68.0,67.0,74.0,68.0,74.0,69.0,77,72,74,71,72.0,73,58,76,62,12,1,1,0,0
31.0,172.72,77.1,78,1,2,4,3,2,83,68,70.0,76.0,82,65.0,88,82,73.0,74.0,74.0,71.0,74.0,73.0,74.0,68.0,74.0,69.0,78,76,75,70,72.0,70,68,66,63,6,1,1,0,0
31.0,152.4,77.1,78,1,2,4,4,1,76,69,69.0,76.0,64,74.0,75,61,73.0,75.0,74.0,69.0,74.0,73.0,74.0,68.0,74.0,69.0,69,62,73,76,72.0,75,74,74,71,11,1,0,1,0
31.0,175.26,76.2,78,1,3,3,3,1,77,62,60.0,76.0,62,74.0,74,61,70.0,75.0,74.0,69.0,74.0,73.0,74.0,68.0,74.0,69.0,68,79,77,66,64.0,66,79,78,78,12,0,0,1,0
31.0,193.04,76.2,77,1,1,2,2,1,41,28,70.0,76.0,31,76.0,29,27,69.0,76.0,74.0,73.0,73.0,72.0,69.0,68.0,76.0,69.0,24,75,77,28,64.0,20,79,77,73,7,0,0,1,0
31.0,187.96,76.2,77,0,1,2,1,1,35,15,71.0,75.0,17,77.0,25,20,64.0,75.0,74.0,69.0,69.0,68.0,62.0,68.0,74.0,65.0,12,28,18,12,62.0,25,20,11,15,12,0,0,0,1
24.0,182.88,76.2,77,1,2,4,3,1,76,70,71.0,75.0,66,75.0,72,57,64.0,75.0,72.0,69.0,69.0,56.0,62.0,68.0,74.0,65.0,58,71,65,74,62.0,53,62,75,73,4,1,1,1,0
30.0,154.94,73.9,77,0,1,3,3,0,80,36,71.0,72.0,31,74.0,71,54,64.0,75.0,77.0,75.0,73.0,68.0,69.0,69.0,76.0,65.0,51,60,78,60,65.0,43,78,78,75,12,0,0,1,0
30.0,187.96,73.9,77,0,1,2,3,1,73,73,66.0,75.0,68,75.0,74,73,69.0,75.0,77.0,76.0,73.0,68.0,75.0,70.0,78.0,65.0,76,57,30,75,68.0,70,36,40,36,7,1,1,0,0
24.0,154.94,73.9,77,1,2,3,4,1,75,79,66.0,75.0,70,75.0,71,71,69.0,75.0,75.0,75.0,74.0,68.0,75.0,70.0,78.0,65.0,64,51,32,77,68.0,79,34,20,19,11,1,1,0,0
29.0,185.42,73.9,77,1,2,4,3,1,68,77,70.0,75.0,76,77.0,73,52,69.0,75.0,75.0,76.0,75.0,70.0,78.0,70.0,78.0,65.0,69,72,39,78,74.0,72,54,32,42,6,1,1,0,0
30.0,172.72,73.9,77,1,2,3,3,1,89,64,70.0,73.0,51,77.0,88,83,69.0,75.0,75.0,76.0,75.0,70.0,75.0,71.0,78.0,65.0,73,67,65,65,68.0,80,60,65,60,12,1,1,0,0
29.0,172.72,73.9,78,0,2,4,4,1,76,74,66.0,73.0,75,77.0,78,76,69.0,75.0,75.0,76.0,75.0,76.0,75.0,79.0,78.0,77.0,82,75,33,75,68.0,73,53,55,34,12,1,1,0,0
29.0,182.88,69.9,78,0,1,3,2,1,65,60,70.0,73.0,42,75.0,52,54,74.0,75.0,66.0,61.0,75.0,76.0,75.0,66.0,74.0,60.0,56,90,79,61,74.0,71,75,81,75,12,0,1,0,0
29.0,152.4,73.9,78,1,2,3,4,2,74,72,70.0,73.0,66,75.0,66,60,68.0,75.0,64.0,61.0,67.0,68.0,75.0,75.0,71.0,78.0,72,77,40,76,68.0,73,50,56,53,12,1,1,1,0
29.0,175.26,82.1,78,1,3,4,3,1,77,67,70.0,73.0,74,77.0,79,74,65.0,78.0,62.0,61.0,66.0,68.0,74.0,79.0,71.0,78.0,77,79,78,73,66.0,84,60,76,72,12,0,1,0,0
29.0,185.42,82.1,78,1,1,3,2,1,41,31,70.0,74.0,33,77.0,31,30,65.0,75.0,64.0,63.0,67.0,70.0,75.0,75.0,71.0,78.0,23,79,78,21,68.0,35,77,78,77,12,0,0,1,0
29.0,182.88,74.8,78,0,1,3,2,1,60,30,78.0,73.0,29,77.0,45,31,63.0,75.0,64.0,63.0,67.0,70.0,80.0,75.0,71.0,77.0,39,82,79,38,69.0,36,78,79,78,12,0,0,1,0
29.0,172.72,82.1,78,0,2,5,4,1,81,59,63.0,74.0,53,77.0,84,69,61.0,76.0,69.0,68.0,66.0,70.0,80.0,75.0,72.0,78.0,87,75,78,77,60.0,59,78,79,78,7,0,0,1,0
29.0,152.4,74.8,78,1,2,4,4,1,79,74,78.0,74.0,85,74.0,71,68,63.0,76.0,77.0,73.0,75.0,76.0,80.0,74.0,72.0,77.0,75,53,23,71,69.0,67,35,39,32,12,1,1,0,0
31.0,185.42,74.8,77,1,2,4,3,2,48,75,75.0,75.0,75,74.0,53,52,63.0,76.0,77.0,73.0,75.0,76.0,81.0,71.0,72.0,77.0,68,72,33,77,71.0,65,36,23,13,6,1,0,0,0
29.0,152.4,82.1,77,1,1,4,4,0,78,71,63.0,75.0,72,76.0,80,80,63.0,76.0,78.0,74.0,75.0,59.0,80.0,71.0,73.0,77.0,77,69,70,71,73.0,70,67,65,63,7,1,1,0,0
29.0,187.96,82.1,77,1,2,3,3,1,65,80,63.0,75.0,84,76.0,73,56,66.0,76.0,78.0,74.0,77.0,59.0,77.0,71.0,73.0,77.0,66,83,30,82,71.0,83,59,29,22,6,1,0,0,0
31.0,187.96,71.2,77,1,2,3,4,1,75,73,75.0,75.0,75,76.0,69,65,70.0,76.0,78.0,77.0,79.0,74.0,73.0,71.0,73.0,68.0,72,83,67,71,73.0,70,63,52,48,7,1,1,0,0
